LAKE CODE (MIDAS),LAKE NAME,TOWN(S),STATION,YEAR,MIN_SEC,MIN_SEC_BOTTOM?,MEAN_SEC,MEAN_SEC_BOTTOM?,MAX_SEC,MAX_SEC_BOTTOM?,NUM_MONTHS_SECCHI,MIN_COL,MEAN_COL,MAX_COL,MIN_CHLA,MEAN_CHLA,MAX_CHLA,PH,ALKALINITY,CONDUCTIVITY,TPHOS_EC,TPHOS_SG,TPHOS_BG,TPHOS_PG,TSI_SEC,TSI_CHL,TSI_TPEC,TSI_TPPG
3562,Beaver Mountain Lake (Long Pond),Sandy River Plt,2,2017,4,,4.4,,4.7,,2,,,,,,,,,,,,,,,,,
3562,Beaver Mountain Lake (Long Pond),Sandy River Plt,2,2018,4.6,,4.6,,4.6,,1,,,,,,,,,,,,,,,,,
3564,Lower Sandy River Pond,Sandy River Plt,1,2005,3.2,,3.2,,3.2,,1,15,15,15,3.6,3.6,3.6,6.77,4.2,41,8,,19,,,,,
3564,Lower Sandy River Pond,Sandy River Plt,1,2006,3.6,,3.6,,3.6,,1,20,20,20,3.6,3.6,3.6,6.6,4,34,8,,12,,,,,
3566,Middle Sandy River Pond,Sandy River Plt,1,2005,4.6,,4.6,,4.7,,1,20,20,20,5,5,5,6.68,4,40,7,,8,,,,,
3566,Middle Sandy River Pond,Sandy River Plt,1,2006,3.9,,3.9,,3.9,,1,24,24,24,8.3,9.1,9.9,6.69,4.4,38,12,,16,,,,,
3566,Middle Sandy River Pond,Sandy River Plt,1,2012,4,,4,,4,,1,,,,,,,,,,,8,,,,,,
3568,Upper Sandy River Pond,Sandy River Plt,1,2005,2.2,,2.3,,2.3,,1,20,20,20,5.4,5.4,5.4,6.98,6.6,59,14,,,,,,,
3568,Upper Sandy River Pond,Sandy River Plt,1,2006,1.8,,1.8,,1.8,,1,31,31,31,6.1,6.1,6.1,6.84,6.1,46,15,,,,,,,
3582,Long Pond,"Township D, Township E",1,1986,9.8,,9.8,,9.8,,1,,,,,,,,,,,,,,,,,
3582,Long Pond,"Township D, Township E",1,1990,6.5,,8.3,,9.8,,5,,,,,,,6.16,8,14,3,,,,24,,,
3584,Round Pond,Township E,1,1990,1.5,*,2,*,2.2,*,4,,,,0.9,0.9,0.9,5.32,7.5,13,,9,,,,,,
3585,Moxie Pond,Township D,1,1990,2.2,,2.5,,3.2,,5,,,,10.6,10.6,10.6,4.65,8,15,17,,,,87,,,
3594,Worthley Pond,Peru,1,1980,3.4,,6.2,,7.3,,5,,,,2.7,2.7,2.7,6.6,4,35,10,,21,,37,,,
3594,Worthley Pond,Peru,1,1981,4.9,,6.7,,8,,5,,,,1.7,2.4,3.6,6.2,5,24,6,,14,,34,34,,
3594,Worthley Pond,Peru,1,1992,6.8,,7.4,,7.9,,5,,,,,,,6.1,7,,4,,10,,29,,,
3594,Worthley Pond,Peru,1,1993,5.8,,7.2,,8,,6,,,,1.7,2.2,2.6,6.71,7.5,,8,,11,,30,,36,
3594,Worthley Pond,Peru,1,1994,5.8,,6.6,,7.1,,6,,,,3.8,3.8,3.8,,7,,8,,15,,34,,,
3594,Worthley Pond,Peru,1,1995,5.6,,6.9,,8,,5,,,,,,,6.7,5,,8,,14,,32,,36,
3594,Worthley Pond,Peru,1,1996,5.3,,6.2,,7.5,,6,,,,,,,,,,,,,,37,,,
3594,Worthley Pond,Peru,1,1997,5.7,,6.8,,7.6,,5,,,,3.2,3.6,4.2,6.99,5.1,,6,,10,,33,45,29,
3594,Worthley Pond,Peru,1,1998,3.9,,5.6,,6.6,,6,,,,,,,,,,,,,,43,,,
3594,Worthley Pond,Peru,1,1999,6.1,,7.1,,8,,5,,,,1.5,2.7,4.1,6.77,5.5,,6,,8,,31,37,31,
3594,Worthley Pond,Peru,1,2000,5,,6,,6.7,,5,,,,,,,,,,,,,,39,,,
3594,Worthley Pond,Peru,1,2001,5.7,,6.8,,7.9,,5,,,,,,,,,,,,,,33,,,
3594,Worthley Pond,Peru,1,2002,4.9,,6.8,,8.1,,5,,,,,,,,,,,,,,33,,,
3594,Worthley Pond,Peru,1,2003,6,,7,,7.7,,5,,,,,,,,,,,,,,32,,,
3594,Worthley Pond,Peru,1,2004,6.1,,6.9,,8,,5,8,8,8,3,3,3,6.94,8,28,4,,10,,32,,,
3594,Worthley Pond,Peru,1,2005,5.5,,6.6,,7.4,,6,,,,4.3,4.3,4.3,6.7,5,15,6,,18,,34,,,
3594,Worthley Pond,Peru,1,2006,5.7,,6.6,,7.4,,5,,,,3.6,3.6,3.6,7.12,5,,5,,14,,34,,,
3594,Worthley Pond,Peru,1,2007,5.7,,6.9,,8.1,,5,,,,3,3,3,6.7,5,,5,,18,,32,,,
3594,Worthley Pond,Peru,1,2008,6.1,,6.8,,8.7,,6,,,,5.4,5.4,5.4,6.95,6.5,,11,,11,,33,,,
3594,Worthley Pond,Peru,1,2009,4.3,,5.7,,6.7,,6,,,,4.6,4.7,4.8,6.95,5,,11,,11,,42,,,
3594,Worthley Pond,Peru,1,2010,6.4,,7.4,*,7.9,,6,,,,1.6,1.7,1.8,,,,4,,10,,,,,
3594,Worthley Pond,Peru,1,2011,5,,6.6,,7.6,,5,,,,1.6,2,2.4,,6,,9,,8,,34,,,
3594,Worthley Pond,Peru,1,2012,4.3,,6.4,,7.7,,6,11,11,11,2.6,3.2,3.8,6.89,4.7,24,4,,10,,36,,,
3594,Worthley Pond,Peru,1,2013,5,,6.5,,7.9,,6,,,,2.5,3.4,4.2,,6,,5,,8,,35,,,
3594,Worthley Pond,Peru,1,2014,5.6,,6.8,,7.5,,5,,,,3.1,3.1,3.1,,4.5,27,5,,7,,33,,,
3594,Worthley Pond,Peru,1,2015,6.3,,7.7,,8.5,,6,,,,3.1,3.1,3.1,,5.5,29,4,,8,,28,,,
3594,Worthley Pond,Peru,1,2016,8.1,,8.5,,8.9,,4,,,,3.1,3.1,3.1,6.93,5.5,33,5,,9,,,,,
3594,Worthley Pond,Peru,1,2017,6.5,,8.4,,9.6,,5,,,,1.9,1.9,1.9,7.06,4,44,4,,15,,24,,,
3594,Worthley Pond,Peru,1,2018,6.2,,7.8,,8.7,,5,11,11,11,2,2,2,,,,4,,8,,27,,,
3594,Worthley Pond,Peru,2,1980,4.5,,5.5,,6,,4,,,,,,,,,,,,,,,,,
3594,Worthley Pond,Peru,2,1981,5.5,,6.2,,6.7,,3,,,,,,,,,,,,,,,,,
3594,Worthley Pond,Peru,2,1992,7.1,,7.7,,9,,5,,,,,,,6.8,8,,5,,9,,28,,,
3594,Worthley Pond,Peru,2,1993,5.3,,7.4,,8.5,,6,,,,9.9,9.9,9.9,6.58,13,,8,,,,29,,,
3594,Worthley Pond,Peru,2,1994,5.9,,6.7,,7.3,,6,,,,,,,,,,,,,,34,,,
3594,Worthley Pond,Peru,2,1995,5,,7.1,,8.6,,5,,,,,,,,,,5,,,,31,,,
3594,Worthley Pond,Peru,2,1996,5.9,,6.7,,8.1,,6,,,,,,,,,,,,,,34,,,
3594,Worthley Pond,Peru,2,1997,6.6,,7.1,,7.5,,5,,,,,,,,,,,,,,31,,,
3594,Worthley Pond,Peru,2,1998,4.6,,5.9,,6.8,,6,,,,,,,,,,,,,,40,,,
3594,Worthley Pond,Peru,2,1999,6.5,,7.6,,8.3,,5,,,,,,,,,,,,,,28,,,
3594,Worthley Pond,Peru,2,2000,5.1,,6,,6.7,,5,,,,,,,,,,,,,,39,,,
3594,Worthley Pond,Peru,2,2001,5.9,,7.1,,8.1,,5,,,,,,,,,,,,,,31,,,
3594,Worthley Pond,Peru,2,2002,5.2,,7,,8.6,,5,,,,,,,,,,,,,,32,,,
3594,Worthley Pond,Peru,2,2003,6.5,,7.4,,8.1,,5,,,,,,,,,,,,,,29,,,
3594,Worthley Pond,Peru,2,2004,5.7,,6.8,,7.6,,5,,,,,,,,,,,,,,33,,,
3594,Worthley Pond,Peru,2,2005,4.7,,6.4,,7.3,,6,,,,,,,,,,,,,,36,,,
3594,Worthley Pond,Peru,2,2006,6.1,,6.8,,7.5,,5,,,,,,,,,,,,,,33,,,
3594,Worthley Pond,Peru,2,2007,5.4,,7,,8.2,,5,,,,,,,,,,,,,,32,,,
3594,Worthley Pond,Peru,2,2008,5.5,,6.9,,8.8,,6,,,,,,,,,,,,,,32,,,
3594,Worthley Pond,Peru,2,2009,4.3,,5.6,,6.6,,6,,,,,,,,,,,,,,43,,,
3594,Worthley Pond,Peru,2,2010,6.7,,7.7,*,8.2,,6,,,,,,,,,,,,,,,,,
3594,Worthley Pond,Peru,2,2011,4.9,,6.8,,7.4,,5,,,,,,,,,,,,,,33,,,
3594,Worthley Pond,Peru,2,2012,5,,6.5,,7.9,,6,,,,,,,,,,,,,,35,,,
3594,Worthley Pond,Peru,2,2013,5.1,,6.5,,7.6,,6,,,,,,,,,,,,,,35,,,
3594,Worthley Pond,Peru,2,2014,5.8,,6.9,,8.1,,5,,,,,,,,,,,,,,32,,,
3598,Big Labrador Pond,Sumner,1,2001,4,*,4.1,*,4.1,*,2,,,,,,,,,,,,,,,,,
3598,Big Labrador Pond,Sumner,1,2011,3.2,,3.6,*,4,,3,,,,,,,,,,,,,,,,,
3598,Big Labrador Pond,Sumner,1,2012,3.8,*,4,*,4.2,*,1,41,41,41,,,,7.51,18.4,56,,8,,,,,,
3598,Big Labrador Pond,Sumner,1,2014,3.5,,3.7,,3.9,,3,,,,,,,,,,,,,,,,,
3598,Big Labrador Pond,Sumner,1,2015,3.3,,3.7,,3.9,,6,,,,,,,,,,,,,,,,,
3598,Big Labrador Pond,Sumner,1,2016,3.1,,3.5,,3.7,,6,,,,,,,,,,,,,,,,,
3598,Big Labrador Pond,Sumner,1,2017,3.2,,3.5,,3.6,,5,,,,,,,,,,,,,,,,,
3598,Big Labrador Pond,Sumner,1,2018,3.5,,3.7,,3.8,,4,23,23,23,5,5.5,6,7.36,19.5,93,,9,,,,,,
3600,Little Labrador Pond,Sumner,1,2001,3,,3.2,,3.2,,2,,,,,,,,,,,,,,,,,
3602,Forest Pond,Canton,97,1999,,,,,,,,,,,,,,,5,23,,7,,,,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1980,1.7,,3.8,,6.5,,6,,,,5.5,6.9,8.2,6.38,7,38,14,,33,,63,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1981,2.5,,3.4,,5.3,,5,,,,2.7,3.5,4.7,,,,11,,10,,69,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1982,2.5,,3.2,,3.5,,6,,,,,,,,,,,,,,73,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1983,2.7,,3.8,,4.6,,6,,,,,,,,,,,,,,63,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1984,2.7,,3.7,,4.8,,4,,,,9.6,9.6,9.6,7,6,,6,,19,,,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1987,4.5,,4.5,,4.5,,1,,,,,,,6.8,6,34,,,,,,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1990,5.8,,5.8,,5.8,,1,,,,,,,6.74,15,30,7,,,,,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1992,5,,6,,7.5,,5,,,,2.6,3.1,4.1,6.98,8.6,,9,,11,,39,41,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1993,4.6,,5.2,,6,,3,,,,1.6,3.7,4.9,6.95,8.5,,9,,14,,,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1998,2,,4.1,,4.6,,5,,,,4.5,4.5,4.5,,9.5,31,11,,11,,59,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,1999,4.6,,6.1,,7.3,,5,,,,,,,,,,,,,,38,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2000,3.6,,4.8,,6.1,,7,,,,,,,,,,,,,,50,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2001,4.6,,5.3,,5.9,,7,,,,,,,,,,,,,,45,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2002,4.4,,5.3,,6.5,,5,,,,,,,,,,,,,,45,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2003,6.9,,6.9,,6.9,,1,10,12,14,3.3,3.3,3.3,,13.5,41,12,,11,,,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2004,2.7,,5.1,,6.4,,7,,,,,,,,,,,,,,47,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2005,4.3,,4.9,,5.7,,6,,,,,,,,,,,,,,49,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2006,2.9,,4.3,,6.4,,7,,,,,,,,,,,,,,56,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2007,3.5,,4.7,,5.9,,6,26,26,26,3.6,3.6,3.6,7.17,7.1,30,9,,14,,52,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2008,4,,4.8,,6,,5,,,,,,,,,,,,,,50,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2009,3.4,,4.2,,4.9,,6,,,,,,,,,,,,,,58,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2010,3.1,,5.1,,6.5,,6,,,,,,,,,,,,,,47,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2011,3.7,,4.8,,6.3,,6,,,,4.2,4.2,4.2,,,,5,,9,,50,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2012,3.1,,4.1,,5.1,,6,,,,,,,,,,,,,,59,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2013,3.3,,4.1,,5,,7,,,,,,,,,,,8,,,59,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2014,3.4,,4.5,,5.4,,7,,,,,,,,,,,,,,54,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2015,4.2,,5.1,,6.2,,6,21,21,21,5.6,5.6,5.6,7.35,9.5,37,4,5,14,,47,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2016,3.8,,5,,6.4,,6,,,,,,,,,,,,,,48,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2017,2.7,,4.7,,6.3,,7,,,,,,,,,,,6,,,52,,,
3604,Lake Anasagunticook (Canton Lake),"Canton, Hartford",1,2018,3.3,,4.9,,6.2,,6,,,,,,,,,,,5,,,49,,,
3606,Bunganock Pond,Hartford,1,2016,3.5,,3.7,,3.8,,4,,,,,,,,,,,,,,,,,
3606,Bunganock Pond,Hartford,1,2017,3.6,,3.6,,3.6,,1,29,29,29,3.4,3.4,3.4,6.42,6,62,14,,,,,,,
3608,Brettuns Pond,Livermore,1,1973,1.4,,1.4,,1.4,,1,,,,,,,8.4,14,49,,,,,,,,
3608,Brettuns Pond,Livermore,1,1974,3,,4.1,,6.1,,6,,,,4.1,6.1,8.5,6.57,7.5,38,,13,,,59,58,,
3608,Brettuns Pond,Livermore,1,1975,3.2,,4.6,,6.4,,7,,,,1.8,5.1,9,6.2,12,21,,9,,,53,53,,
3608,Brettuns Pond,Livermore,1,1976,3.4,,4.5,,5.8,,6,,,,0.9,6.5,11.9,,,,12,,17,,54,60,47,
3608,Brettuns Pond,Livermore,1,1977,3.5,,4.8,,6,,3,,,,,,,,,,,,11,,,,,
3608,Brettuns Pond,Livermore,1,1978,2.5,,4.2,,6,,5,,,,2.1,3.3,4.4,6.6,19,75,,,,,58,,,
3608,Brettuns Pond,Livermore,1,1979,2.5,,4.3,,5.5,,5,,,,,,,,,,,,,,56,,,
3608,Brettuns Pond,Livermore,1,1980,3.5,,4.6,,5.5,,5,,,,,,,,,,,,,,53,,,
3608,Brettuns Pond,Livermore,1,1981,3.5,,4.6,,5.5,,5,,,,5,5,5,7,16,60,7,,,,53,,,
3608,Brettuns Pond,Livermore,1,1982,4,,4.7,,6,,6,,,,,,,,,,,,,,52,,,
3608,Brettuns Pond,Livermore,1,1983,3.5,,4.5,,5,,6,,,,,,,,,,,,,,54,,,
3608,Brettuns Pond,Livermore,1,1984,3.5,,4.5,,6,,6,,,,,,,,,,,,,,54,,,
3608,Brettuns Pond,Livermore,1,1985,4,,5.3,,6.5,,5,,,,,,,,,,,,,,45,,,
3608,Brettuns Pond,Livermore,1,1986,4,,4.7,,5.5,,5,,,,,,,7,11,51,12,,21,,52,,,
3608,Brettuns Pond,Livermore,1,1987,4,,4.6,,5,,5,,,,,,,,,,,,,,53,,,
3608,Brettuns Pond,Livermore,1,1988,4,,4.6,,5.5,,6,,,,,,,,,,,,,,53,,,
3608,Brettuns Pond,Livermore,1,1994,6.3,,6.3,,6.3,,1,,,,3.2,3.2,3.2,,12,,7,,15,,,,,
3608,Brettuns Pond,Livermore,1,1999,4.9,,6.3,,6.8,,4,,,,,,,,,,,,,,,,,
3608,Brettuns Pond,Livermore,1,2000,4.8,,5.6,,6.1,,5,,,,5.6,5.6,5.6,,14.5,61,6,,15,,43,,,
3608,Brettuns Pond,Livermore,1,2001,4.5,,5.9,,6.8,,5,,,,,,,,,,,,,,40,,,
3608,Brettuns Pond,Livermore,1,2002,4.9,,6.2,,6.5,,6,,,,,,,,,,,,,,37,,,
3608,Brettuns Pond,Livermore,1,2003,6.5,,7.1,,7.6,,5,,,,,,,,,,,,,,31,,,
3608,Brettuns Pond,Livermore,1,2004,6.2,,6.7,,7.3,,5,,,,,,,,,,,,,,34,,,
3608,Brettuns Pond,Livermore,1,2005,4.5,,6.2,,7.2,,6,8,9,10,2.1,2.1,2.1,7.23,10.9,66,5,6,15,,37,,,
3608,Brettuns Pond,Livermore,1,2006,4.9,,5.6,,6.2,,5,,,,,,,,,,,,,,43,,,
3608,Brettuns Pond,Livermore,1,2007,5.3,,6.5,,7.2,,5,,,,,,,,,,,,,,35,,,
3608,Brettuns Pond,Livermore,1,2008,5.5,,5.8,,6.3,,5,,,,,,,,,,,,,,41,,,
3608,Brettuns Pond,Livermore,1,2009,5.2,,5.7,,6.7,,4,,,,5.5,5.5,5.5,,,,10,7,14,,,,,
3608,Brettuns Pond,Livermore,1,2010,5.4,,6.3,,7.1,,5,,,,,,,,,,,,,,37,,,
3608,Brettuns Pond,Livermore,1,2011,5.3,,6.3,,7,,4,,,,,,,,,,,4,,,,,,
3608,Brettuns Pond,Livermore,1,2012,4.8,,6,,6.9,,5,,,,,,,,,,,5,,,39,,,
3608,Brettuns Pond,Livermore,1,2013,4.9,,5.9,,7,,6,,,,,,,,,,,,,,40,,,
3608,Brettuns Pond,Livermore,1,2014,5.9,,6.5,,7.1,,4,,,,,,,,,,,,,,,,,
3608,Brettuns Pond,Livermore,1,2015,5.1,,6.6,,8.1,,6,11,11,11,2.3,2.3,2.3,7.27,13.3,57,4,5,12,,34,,,
3608,Brettuns Pond,Livermore,1,2016,6.1,,6.8,,7.6,,6,,,,,,,,,,,,,,33,,,
3608,Brettuns Pond,Livermore,1,2017,5.9,,6.9,,7.4,,6,,,,,,,,,,,,,,32,,,
3608,Brettuns Pond,Livermore,1,2018,5,,6.8,,9,,6,,,,,,,,,,,,,,33,,,
3610,Nelson Pond,Livermore,1,2012,4.1,,4.1,,4.1,,1,,,,,,,6.35,,15,,,,,,,,
3612,Pleasant Pond,Sumner,1,1979,2.4,,2.9,,3.5,,4,,,,4.7,4.7,4.7,6.5,10,,,12,,,,,,
3612,Pleasant Pond,Sumner,1,1980,2.7,*,3.1,*,3.7,*,5,,,,,,,,,,,,,,,,,
3612,Pleasant Pond,Sumner,1,1981,2.7,*,3.3,*,3.8,*,5,,,,6.8,6.8,6.8,7.1,6,38,18,,,,,,,
3612,Pleasant Pond,Sumner,1,1982,2.1,*,3,*,3.4,*,5,,,,,,,,,,,,,,,,,
3612,Pleasant Pond,Sumner,1,1983,2.7,,3.4,,5.5,,5,,,,,,,,,,,,,,69,,,
3612,Pleasant Pond,Sumner,1,1984,2.7,*,3.2,*,4,*,5,,,,4.7,4.7,4.7,6.9,5,,14,,,,,,,
3612,Pleasant Pond,Sumner,1,1985,3,*,3.1,*,3.4,,4,,,,,,,,,,,,,,,,,
3612,Pleasant Pond,Sumner,1,1986,2.4,*,2.9,*,3.4,,5,,,,,,,,,,,,,,,,,
3612,Pleasant Pond,Sumner,1,1987,3.4,,3.5,*,4.5,*,5,,,,,,,6.9,7,26,34,,,,,,,
3612,Pleasant Pond,Sumner,1,1988,2.7,*,3.3,*,3.7,*,5,,,,,,,,,,,,,,,,,
3612,Pleasant Pond,Sumner,1,1989,2.7,*,3.1,*,3.7,,5,,,,,,,,,,,,,,,,,
3612,Pleasant Pond,Sumner,1,1990,2.7,*,3.1,*,4,*,5,,,,,,,,,,,,,,,,,
3612,Pleasant Pond,Sumner,1,1991,2.5,,3.1,*,3.5,,5,,,,4.1,4.1,4.1,6.8,6,28,15,,,,,,,
3612,Pleasant Pond,Sumner,1,1992,2.7,,3,*,3.4,,5,,,,,,,,,,,,,,,,,
3612,Pleasant Pond,Sumner,1,2017,4,,4,,4,,1,21,21,21,6.8,6.8,6.8,7,10,57,13,,,,,,,
3614,Cushman Pond,Sumner,1,2001,2.4,,2.5,,2.6,,2,,,,,,,,,,,,,,,,,
3616,North Pond,"Buckfield, Sumner",1,1982,5,,6.8,,8,,5,,,,,,,,,,,,,,33,,,
3616,North Pond,"Buckfield, Sumner",1,1983,8.2,,8.4,,8.6,,1,,,,1.6,1.6,1.6,6.8,5.5,,2,,7,,,,,
3616,North Pond,"Buckfield, Sumner",1,1984,8.7,,8.7,,8.7,,1,,,,1.9,1.9,1.9,,,,13,,13,,,,,
3616,North Pond,"Buckfield, Sumner",1,1985,8.4,,8.6,,8.7,,2,,,,,,,6.15,,,,,,,,,,
3616,North Pond,"Buckfield, Sumner",1,1986,6.3,,6.9,,7.5,,2,,,,,,,,,,,,,,,,,
3616,North Pond,"Buckfield, Sumner",1,1987,8.5,,8.5,,8.5,,1,,,,2.5,2.5,2.5,6.9,,,4,,11,,,,,
3616,North Pond,"Buckfield, Sumner",1,1990,6.6,,6.6,,6.6,,1,,,,,,,,,,6,,,,,,,
3616,North Pond,"Buckfield, Sumner",1,1991,6.3,,7.6,,8.4,,5,,,,,,,6.93,,,6,,11,,28,,29,
3616,North Pond,"Buckfield, Sumner",1,1992,7,,7.9,,8.9,,5,,,,,,,6.82,6.1,,5,,,,26,,,
3616,North Pond,"Buckfield, Sumner",1,1993,6.2,,8.1,,9.5,,3,,,,2.5,2.9,3.3,6.24,6.2,,6,,10,,,,,
3616,North Pond,"Buckfield, Sumner",1,1995,6.6,,8.5,,9.7,,5,,,,,,,,6.6,,4,,9,,23,,23,
3616,North Pond,"Buckfield, Sumner",1,1997,5.2,,6.9,,8,,4,,,,3,3.3,3.7,7.01,7,,6,,9,,,,,
3616,North Pond,"Buckfield, Sumner",1,1998,6,,6,,6,,1,,,,3.5,3.5,3.5,6.75,13,,5,,6,,,,,
3616,North Pond,"Buckfield, Sumner",1,1999,6,,6.7,,7.8,,5,,,,1.7,3.1,4.1,6.83,6.5,,7,,8,,34,40,32,
3616,North Pond,"Buckfield, Sumner",1,2000,5.2,,6,,6.9,,5,,,,2.7,4.7,5.8,6.75,7.6,,9,,9,,39,51,39,
3616,North Pond,"Buckfield, Sumner",1,2001,5.9,,6.8,,7.9,,5,,,,1.5,1.7,1.9,6.77,6,,7,,8,,33,26,33,
3616,North Pond,"Buckfield, Sumner",1,2002,5.4,,6.6,,7,,5,,,,2.2,3.1,4.3,6.82,7,,7,,11,,34,41,33,
3616,North Pond,"Buckfield, Sumner",1,2003,5.6,,7.3,,8.2,,5,,,,1.6,2.6,4.1,6.8,6.3,25,6,,,,30,,31,
3616,North Pond,"Buckfield, Sumner",1,2004,7,,7.4,,8.3,,5,,,,1.6,2.3,2.8,6.7,6.9,,5,,9,,29,33,27,
3616,North Pond,"Buckfield, Sumner",1,2005,6.7,,7.1,,8,,4,,,,1.5,2.4,3.4,6.72,5.4,15,7,,16,,,,,
3616,North Pond,"Buckfield, Sumner",1,2006,6.1,,7,,7.6,,4,,,,2.6,2.7,2.9,7.24,6.3,,6,,10,,,,,
3616,North Pond,"Buckfield, Sumner",1,2007,6.4,,7.2,,7.6,,3,,,,1.6,2.1,2.5,6.65,6,,7,,,,,,,
3616,North Pond,"Buckfield, Sumner",1,2008,6.5,,7.3,,8.5,,5,,,,1.8,2.9,3.6,6.74,,,7,,,,30,39,35,
3616,North Pond,"Buckfield, Sumner",1,2009,6.4,,7.4,,8.9,,5,,,,2,3,4,6.92,7,,5,,7,,29,40,24,
3616,North Pond,"Buckfield, Sumner",1,2010,6.9,,7.5,,8.3,,5,,,,2,2.3,2.5,,6.5,,6,,10,,29,33,30,
3616,North Pond,"Buckfield, Sumner",1,2011,4.8,,6.6,,7.7,,6,,,,1.4,2.6,4.7,,6.5,,7,,,,34,37,,
3616,North Pond,"Buckfield, Sumner",1,2012,6,,7,,8,,5,9,9,9,2,3.5,5.7,6.98,5.7,22,4,,10,,32,43,23,
3616,North Pond,"Buckfield, Sumner",1,2013,5.8,,6.5,,7.3,,5,,,,1.6,2.4,3.7,,7.5,,6,,9,,35,34,30,
3616,North Pond,"Buckfield, Sumner",1,2014,6.7,,7.1,,7.5,,4,,,,1.7,3,5.1,,7,23,5,,8,,,,,
3616,North Pond,"Buckfield, Sumner",1,2015,6.7,,7.7,,8.8,,5,,,,2.6,3.6,4.2,,8.5,22,4,,12,,28,45,23,
3616,North Pond,"Buckfield, Sumner",1,2016,7.7,,8.2,,8.7,,5,3,3,3,1.3,1.7,2.1,7.21,6.5,27,5,,10,,25,27,27,
3616,North Pond,"Buckfield, Sumner",1,2017,5.4,,6.8,,7.8,,5,,,,2,2.5,3,7.11,5,53,6,,10,,33,35,28,
3616,North Pond,"Buckfield, Sumner",1,2018,6.6,,7.5,,8.1,,6,4,7,11,1,2.3,4,7.16,7.3,34,5,,9,,29,34,25,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1977,5,,6.4,*,7.5,*,3,,,,,,,,,,,,,,,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1978,5.8,*,6.1,*,6.6,*,4,,,,2.1,2.1,2.1,6.9,9,38,10,,,,,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1979,5.2,*,5.6,*,6.4,*,5,,,,,,,,,,,,,,,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1980,4.8,,5.9,*,6.8,*,5,,,,3.2,3.2,3.2,6.8,9,15,10,,,,,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1981,5.5,*,6.4,*,7.5,*,6,,,,,,,,,,,,,,,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1982,5.5,,6.4,,7,,6,,,,,,,,,,,,,,36,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1983,4.8,,6.1,,7,,6,,,,2.4,2.4,2.4,7,9,,8,,6,,38,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1984,5.5,,6.3,,7.2,,6,,,,3,3,3,7,7,,,,,,37,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1985,5.5,,6.6,,7.3,,6,,,,,,,,,,,,,,34,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1986,5,,6.1,,7,,6,,,,,,,7,8,20,9,,12,,38,,,
3624,Big Bear & Little Bear Pond,"Turner, Hartford",1,1987,4,,5.4,,7,,6,,,,,,,,,,,,,,44,,,
