LAKE CODE (MIDAS),LAKE NAME,TOWN(S),SCIENTIFIC NAME,COMMON NAME
0086,Pierce Pond,"Bowtown Twp, Pierce Pond Twp",Semotilus corporalis,Fallfish
0092,High Pond,Pierce Pond Twp,Salvelinus fontinalis,Brook trout
0094,Helen Pond,Pierce Pond Twp,Rhinichthys atratulus,Blacknose dace
0094,Helen Pond,Pierce Pond Twp,Salvelinus fontinalis,Brook trout
0096,Fish Pond,Pierce Pond Twp,Salvelinus fontinalis,Brook trout
0097,Kezar Lake,"Lovell, Stow",Alosa pseudoharengus,"Alewife, landlocked"
0097,Kezar Lake,"Lovell, Stow",Ameiurus nebulosus,Brown bullhead
0097,Kezar Lake,"Lovell, Stow",Catostomus commersoni,White sucker
0097,Kezar Lake,"Lovell, Stow",Coregonus clupeaformis,Lake whitefish
0097,Kezar Lake,"Lovell, Stow",Cottus cognatus,Slimy sculpin
0097,Kezar Lake,"Lovell, Stow",Erimyzon oblongus,Creek chubsucker
0097,Kezar Lake,"Lovell, Stow",Esox niger,Chain pickerel
0097,Kezar Lake,"Lovell, Stow",Lepomis gibbosus,Pumpkinseed
0097,Kezar Lake,"Lovell, Stow",Lota lota,Cusk
0097,Kezar Lake,"Lovell, Stow",Luxilus cornutus,Common shiner
0097,Kezar Lake,"Lovell, Stow",Micropterus dolomieu,Smallmouth bass
0097,Kezar Lake,"Lovell, Stow",Micropterus salmoides,Largemouth bass
0097,Kezar Lake,"Lovell, Stow",Morone americana,White perch
0097,Kezar Lake,"Lovell, Stow",Notemigonus crysoleucas,Golden shiner
0097,Kezar Lake,"Lovell, Stow",Osmerus mordax,Rainbow smelt
0097,Kezar Lake,"Lovell, Stow",Perca flavescens,Yellow perch
0097,Kezar Lake,"Lovell, Stow",Rhinichthys atratulus,Blacknose dace
0097,Kezar Lake,"Lovell, Stow",Salmo salar sebago,Landlocked salmon
0097,Kezar Lake,"Lovell, Stow",Salvelinus namaycush,Lake trout
0097,Kezar Lake,"Lovell, Stow",Semotilus corporalis,Fallfish
0098,Upper Narrows Pond,Winthrop,Ameiurus nebulosus,Brown bullhead
0098,Upper Narrows Pond,Winthrop,Anguilla rostrata,American eel
0098,Upper Narrows Pond,Winthrop,Catostomus commersoni,White sucker
0098,Upper Narrows Pond,Winthrop,Cottus cognatus,Slimy sculpin
0098,Upper Narrows Pond,Winthrop,Esox lucius,Northern pike
0098,Upper Narrows Pond,Winthrop,Esox niger,Chain pickerel
0098,Upper Narrows Pond,Winthrop,Fundulus diaphanus,Banded killifish
0098,Upper Narrows Pond,Winthrop,Lepomis auritus,Redbreast sunfish
0098,Upper Narrows Pond,Winthrop,Lepomis gibbosus,Pumpkinseed
0098,Upper Narrows Pond,Winthrop,Micropterus dolomieu,Smallmouth bass
0098,Upper Narrows Pond,Winthrop,Micropterus salmoides,Largemouth bass
0098,Upper Narrows Pond,Winthrop,Morone americana,White perch
0098,Upper Narrows Pond,Winthrop,Notemigonus crysoleucas,Golden shiner
0098,Upper Narrows Pond,Winthrop,Osmerus mordax,Rainbow smelt
0098,Upper Narrows Pond,Winthrop,Perca flavescens,Yellow perch
0098,Upper Narrows Pond,Winthrop,Salmo salar sebago,Landlocked salmon
0098,Upper Narrows Pond,Winthrop,Salvelinus fontinalis,Brook trout
0098,Upper Narrows Pond,Winthrop,Salvelinus namaycush,Lake trout
0098,Upper Narrows Pond,Winthrop,Semotilus corporalis,Fallfish
0102,Horseshoe Pond,Pierce Pond Twp,Esox niger,Chain pickerel
0102,Horseshoe Pond,Pierce Pond Twp,Salvelinus fontinalis,Brook trout
0103,Lower Narrows Pond,Winthrop,Ameiurus nebulosus,Brown bullhead
0103,Lower Narrows Pond,Winthrop,Anguilla rostrata,American eel
0103,Lower Narrows Pond,Winthrop,Catostomus commersoni,White sucker
0103,Lower Narrows Pond,Winthrop,Cottus cognatus,Slimy sculpin
0103,Lower Narrows Pond,Winthrop,Esox lucius,Northern pike
0103,Lower Narrows Pond,Winthrop,Esox niger,Chain pickerel
0103,Lower Narrows Pond,Winthrop,Lepomis auritus,Redbreast sunfish
0103,Lower Narrows Pond,Winthrop,Lepomis gibbosus,Pumpkinseed
0103,Lower Narrows Pond,Winthrop,Micropterus dolomieu,Smallmouth bass
0103,Lower Narrows Pond,Winthrop,Micropterus salmoides,Largemouth bass
0103,Lower Narrows Pond,Winthrop,Morone americana,White perch
0103,Lower Narrows Pond,Winthrop,Notemigonus crysoleucas,Golden shiner
0103,Lower Narrows Pond,Winthrop,Osmerus mordax,Rainbow smelt
0103,Lower Narrows Pond,Winthrop,Perca flavescens,Yellow perch
0103,Lower Narrows Pond,Winthrop,Salmo salar sebago,Landlocked salmon
0103,Lower Narrows Pond,Winthrop,Salvelinus fontinalis,Brook trout
0103,Lower Narrows Pond,Winthrop,Salvelinus namaycush,Lake trout
0103,Lower Narrows Pond,Winthrop,Semotilus corporalis,Fallfish
0104,Grass Pond,Pierce Pond Twp,Esox niger,Chain pickerel
0104,Grass Pond,Pierce Pond Twp,Phoxinus neogaeus,Finescale dace
0104,Grass Pond,Pierce Pond Twp,Salmo salar sebago,Landlocked salmon
0104,Grass Pond,Pierce Pond Twp,Salvelinus fontinalis,Brook trout
0104,Grass Pond,Pierce Pond Twp,Semotilus corporalis,Fallfish
0106,Upper Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",Salvelinus fontinalis,Brook trout
0108,Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",Esox niger,Chain pickerel
0108,Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",Osmerus mordax,Rainbow smelt
0108,Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",Phoxinus neogaeus,Finescale dace
0108,Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",Salvelinus fontinalis,Brook trout
0108,Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",Semotilus corporalis,Fallfish
0109,Bell Marsh Reservoir,York,Ameiurus nebulosus,Brown bullhead
0109,Bell Marsh Reservoir,York,Anguilla rostrata,American eel
0109,Bell Marsh Reservoir,York,Esox niger,Chain pickerel
0109,Bell Marsh Reservoir,York,Fundulus diaphanus,Banded killifish
0109,Bell Marsh Reservoir,York,Osmerus mordax,Rainbow smelt
0109,Bell Marsh Reservoir,York,Salvelinus fontinalis,Brook trout
0111,King Pond,Bowtown Twp,Fundulus diaphanus,Banded killifish
0111,King Pond,Bowtown Twp,Phoxinus neogaeus,Finescale dace
0111,King Pond,Bowtown Twp,Salvelinus fontinalis,Brook trout
0112,Split Rock Pond,Pierce Pond Twp,Fundulus diaphanus,Banded killifish
0112,Split Rock Pond,Pierce Pond Twp,Phoxinus neogaeus,Finescale dace
0112,Split Rock Pond,Pierce Pond Twp,Salvelinus fontinalis,Brook trout
0114,Otter Pond,Bowtown Twp,Fundulus diaphanus,Banded killifish
0114,Otter Pond,Bowtown Twp,Notemigonus crysoleucas,Golden shiner
0114,Otter Pond,Bowtown Twp,Osmerus mordax,Rainbow smelt
0114,Otter Pond,Bowtown Twp,Phoxinus eos,Northern redbelly dace
0114,Otter Pond,Bowtown Twp,Pimephales promelas,Fathead minnow
0114,Otter Pond,Bowtown Twp,Rhinichthys atratulus,Blacknose dace
0114,Otter Pond,Bowtown Twp,Salvelinus fontinalis,Brook trout
0114,Otter Pond,Bowtown Twp,Semotilus atromaculatus,Creek chub
0115,Legion Pond,Kittery,Carausius auratus,Goldfish
0115,Legion Pond,Kittery,Micropterus salmoides,Largemouth bass
0116,North Otter Pond,Bowtown Twp,Fundulus diaphanus,Banded killifish
0116,North Otter Pond,Bowtown Twp,Notemigonus crysoleucas,Golden shiner
0116,North Otter Pond,Bowtown Twp,Osmerus mordax,Rainbow smelt
0116,North Otter Pond,Bowtown Twp,Phoxinus eos,Northern redbelly dace
0116,North Otter Pond,Bowtown Twp,Phoxinus neogaeus,Finescale dace
0116,North Otter Pond,Bowtown Twp,Pimephales promelas,Fathead minnow
0116,North Otter Pond,Bowtown Twp,Rhinichthys atratulus,Blacknose dace
0116,North Otter Pond,Bowtown Twp,Salvelinus fontinalis,Brook trout
0116,North Otter Pond,Bowtown Twp,Semotilus atromaculatus,Creek chub
0117,Leigh's Mill (Great Work) Pond,South Berwick,Alosa pseudoharengus,"Alewife, searun"
0117,Leigh's Mill (Great Work) Pond,South Berwick,Ameiurus nebulosus,Brown bullhead
0117,Leigh's Mill (Great Work) Pond,South Berwick,Anguilla rostrata,American eel
0117,Leigh's Mill (Great Work) Pond,South Berwick,Catostomus commersoni,White sucker
0117,Leigh's Mill (Great Work) Pond,South Berwick,Esox niger,Chain pickerel
0117,Leigh's Mill (Great Work) Pond,South Berwick,Lepomis macrochirus,Bluegill
0117,Leigh's Mill (Great Work) Pond,South Berwick,Luxilus cornutus,Common shiner
0117,Leigh's Mill (Great Work) Pond,South Berwick,Micropterus dolomieu,Smallmouth bass
0117,Leigh's Mill (Great Work) Pond,South Berwick,Morone americana,White perch
0117,Leigh's Mill (Great Work) Pond,South Berwick,Notemigonus crysoleucas,Golden shiner
0117,Leigh's Mill (Great Work) Pond,South Berwick,Perca flavescens,Yellow perch
0117,Leigh's Mill (Great Work) Pond,South Berwick,Pomoxis nigromaculatus,Black crappie
0117,Leigh's Mill (Great Work) Pond,South Berwick,Salvelinus fontinalis,Brook trout
0118,Moose Pond,Bowtown Twp,Fundulus diaphanus,Banded killifish
0118,Moose Pond,Bowtown Twp,Notemigonus crysoleucas,Golden shiner
0118,Moose Pond,Bowtown Twp,Phoxinus eos,Northern redbelly dace
0118,Moose Pond,Bowtown Twp,Phoxinus neogaeus,Finescale dace
0118,Moose Pond,Bowtown Twp,Salvelinus fontinalis,Brook trout
0119,Little Ell (L) Pond,"Sanford, Wells",Ameiurus nebulosus,Brown bullhead
0119,Little Ell (L) Pond,"Sanford, Wells",Anguilla rostrata,American eel
0119,Little Ell (L) Pond,"Sanford, Wells",Catostomus commersoni,White sucker
0119,Little Ell (L) Pond,"Sanford, Wells",Lepomis gibbosus,Pumpkinseed
0119,Little Ell (L) Pond,"Sanford, Wells",Micropterus dolomieu,Smallmouth bass
0119,Little Ell (L) Pond,"Sanford, Wells",Micropterus salmoides,Largemouth bass
0119,Little Ell (L) Pond,"Sanford, Wells",Notemigonus crysoleucas,Golden shiner
0119,Little Ell (L) Pond,"Sanford, Wells",Oncorhynchus mykiss,Rainbow trout
0119,Little Ell (L) Pond,"Sanford, Wells",Perca flavescens,Yellow perch
0119,Little Ell (L) Pond,"Sanford, Wells",Salmo trutta,Brown trout
0119,Little Ell (L) Pond,"Sanford, Wells",Salvelinus fontinalis,Brook trout
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Alosa pseudoharengus,"Alewife, landlocked"
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Ameiurus nebulosus,Brown bullhead
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Anguilla rostrata,American eel
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Catostomus commersoni,White sucker
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Coregonus clupeaformis,Lake whitefish
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Esox niger,Chain pickerel
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Lepomis gibbosus,Pumpkinseed
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Lota lota,Cusk
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Luxilus cornutus,Common shiner
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Margariscus margarita,Pearl dace
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Micropterus dolomieu,Smallmouth bass
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Morone americana,White perch
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Notemigonus crysoleucas,Golden shiner
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Osmerus mordax,Rainbow smelt
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Perca flavescens,Yellow perch
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Pungitius pungitius,Ninespine stickleback
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Salmo salar sebago,Landlocked salmon
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Semotilus atromaculatus,Creek chub
0121,Spednik Lake,"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",Semotilus corporalis,Fallfish
0128,Bill Morris Pond,T3 R5 BKP WKR,Phoxinus eos,Northern redbelly dace
0128,Bill Morris Pond,T3 R5 BKP WKR,Phoxinus neogaeus,Finescale dace
0128,Bill Morris Pond,T3 R5 BKP WKR,Rhinichthys atratulus,Blacknose dace
0128,Bill Morris Pond,T3 R5 BKP WKR,Salvelinus fontinalis,Brook trout
0128,Bill Morris Pond,T3 R5 BKP WKR,Semotilus atromaculatus,Creek chub
0133,Lone Pond,Waterboro,Ameiurus nebulosus,Brown bullhead
0133,Lone Pond,Waterboro,Fundulus diaphanus,Banded killifish
0133,Lone Pond,Waterboro,Notemigonus crysoleucas,Golden shiner
0134,Little Gordon Pond,Lower Enchanted Twp,Salvelinus fontinalis,Brook trout
0134,Little Gordon Pond,Lower Enchanted Twp,Semotilus atromaculatus,Creek chub
0135,Tomah Lake,Forest Twp,Notemigonus crysoleucas,Golden shiner
0135,Tomah Lake,Forest Twp,Osmerus mordax,Rainbow smelt
0135,Tomah Lake,Forest Twp,Rhinichthys atratulus,Blacknose dace
0135,Tomah Lake,Forest Twp,Salvelinus fontinalis,Brook trout
0135,Tomah Lake,Forest Twp,Semotilus atromaculatus,Creek chub
0136,Redmond Pond,Lower Enchanted Twp,Phoxinus eos,Northern redbelly dace
0136,Redmond Pond,Lower Enchanted Twp,Semotilus atromaculatus,Creek chub
0137,Goose Ponds (South),Shapleigh,Esox niger,Chain pickerel
0137,Goose Ponds (South),Shapleigh,Micropterus,Bass
0143,Mathews Millpond,Berwick,Ameiurus nebulosus,Brown bullhead
0143,Mathews Millpond,Berwick,Salvelinus fontinalis,Brook trout
0146,Gordon Pond,Upper Enchanted Twp,Catostomus commersoni,White sucker
0146,Gordon Pond,Upper Enchanted Twp,Cyprinidae,Minnows-carps
0146,Gordon Pond,Upper Enchanted Twp,Salvelinus fontinalis,Brook trout
0148,Little Enchanted Pond,Upper Enchanted Twp,Salvelinus fontinalis,Brook trout
0150,Enchanted Pond,Upper Enchanted Twp,Catostomus commersoni,White sucker
0150,Enchanted Pond,Upper Enchanted Twp,Couesius plumbeus,Lake chub
0150,Enchanted Pond,Upper Enchanted Twp,Rhinichthys atratulus,Blacknose dace
0150,Enchanted Pond,Upper Enchanted Twp,Salvelinus fontinalis,Brook trout
0152,Grace Pond,Upper Enchanted Twp,Couesius plumbeus,Lake chub
0152,Grace Pond,Upper Enchanted Twp,Osmerus mordax,Rainbow smelt
0152,Grace Pond,Upper Enchanted Twp,Salvelinus fontinalis,Brook trout
0154,McKenney Pond #1,Upper Enchanted Twp,Salvelinus fontinalis,Brook trout
0155,Milton Pond,Lebanon,Alosa pseudoharengus,"Alewife, landlocked"
0155,Milton Pond,Lebanon,Ameiurus nebulosus,Brown bullhead
0155,Milton Pond,Lebanon,Anguilla rostrata,American eel
0155,Milton Pond,Lebanon,Catostomus commersoni,White sucker
0155,Milton Pond,Lebanon,Esox niger,Chain pickerel
0155,Milton Pond,Lebanon,Fundulus diaphanus,Banded killifish
0155,Milton Pond,Lebanon,Lepomis gibbosus,Pumpkinseed
0155,Milton Pond,Lebanon,Micropterus dolomieu,Smallmouth bass
0155,Milton Pond,Lebanon,Micropterus salmoides,Largemouth bass
0155,Milton Pond,Lebanon,Morone americana,White perch
0155,Milton Pond,Lebanon,Notemigonus crysoleucas,Golden shiner
0155,Milton Pond,Lebanon,Osmerus mordax,Rainbow smelt
0155,Milton Pond,Lebanon,Perca flavescens,Yellow perch
0155,Milton Pond,Lebanon,Semotilus corporalis,Fallfish
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Ameiurus nebulosus,Brown bullhead
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Catostomus commersoni,White sucker
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Erimyzon oblongus,Creek chubsucker
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Esox niger,Chain pickerel
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Lepomis gibbosus,Pumpkinseed
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Micropterus dolomieu,Smallmouth bass
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Micropterus salmoides,Largemouth bass
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Morone americana,White perch
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Notemigonus crysoleucas,Golden shiner
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Perca flavescens,Yellow perch
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Salmo trutta,Brown trout
0157,Poverty Pond (Big) (Silver Lake),"Newfield, Shapleigh",Semotilus corporalis,Fallfish
0159,Pleasant Lake,Alexander,Ameiurus nebulosus,Brown bullhead
0159,Pleasant Lake,Alexander,Anguilla rostrata,American eel
0159,Pleasant Lake,Alexander,Catostomus commersoni,White sucker
0159,Pleasant Lake,Alexander,Couesius plumbeus,Lake chub
0159,Pleasant Lake,Alexander,Esox niger,Chain pickerel
0159,Pleasant Lake,Alexander,Fundulus diaphanus,Banded killifish
0159,Pleasant Lake,Alexander,Lepomis auritus,Redbreast sunfish
0159,Pleasant Lake,Alexander,Lepomis gibbosus,Pumpkinseed
0159,Pleasant Lake,Alexander,Luxilus cornutus,Common shiner
0159,Pleasant Lake,Alexander,Micropterus dolomieu,Smallmouth bass
0159,Pleasant Lake,Alexander,Micropterus salmoides,Largemouth bass
0159,Pleasant Lake,Alexander,Morone americana,White perch
0159,Pleasant Lake,Alexander,Notemigonus crysoleucas,Golden shiner
0159,Pleasant Lake,Alexander,Osmerus mordax,Rainbow smelt
0159,Pleasant Lake,Alexander,Perca flavescens,Yellow perch
0159,Pleasant Lake,Alexander,Salmo salar sebago,Landlocked salmon
0159,Pleasant Lake,Alexander,Semotilus corporalis,Fallfish
0160,Mountain Pond #2,Johnson Mountain Twp,Salvelinus fontinalis,Brook trout
0162,Little Wilson Hill Pd,Johnson Mountain Twp,Salvelinus fontinalis,Brook trout
0164,Wethem (Welhurn) Pond,Eustis,Catostomus commersoni,White sucker
0164,Wethem (Welhurn) Pond,Eustis,Esox niger,Chain pickerel
0164,Wethem (Welhurn) Pond,Eustis,Rhinichthys atratulus,Blacknose dace
0164,Wethem (Welhurn) Pond,Eustis,Salvelinus fontinalis,Brook trout
0164,Wethem (Welhurn) Pond,Eustis,Semotilus atromaculatus,Creek chub
0170,Spring Lake,T3 R4 BKP WKR,Catostomus catostomus,Longnose sucker
0170,Spring Lake,T3 R4 BKP WKR,Catostomus commersoni,White sucker
0170,Spring Lake,T3 R4 BKP WKR,Cottus cognatus,Slimy sculpin
0170,Spring Lake,T3 R4 BKP WKR,Couesius plumbeus,Lake chub
0170,Spring Lake,T3 R4 BKP WKR,Osmerus mordax,Rainbow smelt
0170,Spring Lake,T3 R4 BKP WKR,Phoxinus eos,Northern redbelly dace
0170,Spring Lake,T3 R4 BKP WKR,Salmo salar sebago,Landlocked salmon
0170,Spring Lake,T3 R4 BKP WKR,Salvelinus fontinalis,Brook trout
0170,Spring Lake,T3 R4 BKP WKR,Salvelinus namaycush,Lake trout
0170,Spring Lake,T3 R4 BKP WKR,Semotilus atromaculatus,Creek chub
0171,Round Pond,Charlotte,Alosa pseudoharengus,"Alewife, searun"
0171,Round Pond,Charlotte,Ameiurus nebulosus,Brown bullhead
0171,Round Pond,Charlotte,Anguilla rostrata,American eel
0171,Round Pond,Charlotte,Catostomus commersoni,White sucker
0171,Round Pond,Charlotte,Cyprinidae,Minnows-carps
0171,Round Pond,Charlotte,Esox niger,Chain pickerel
0171,Round Pond,Charlotte,Fundulus diaphanus,Banded killifish
0171,Round Pond,Charlotte,Lepomis gibbosus,Pumpkinseed
0171,Round Pond,Charlotte,Micropterus dolomieu,Smallmouth bass
0171,Round Pond,Charlotte,Perca flavescens,Yellow perch
0171,Round Pond,Charlotte,Salmo trutta,Brown trout
0171,Round Pond,Charlotte,Salvelinus fontinalis,Brook trout
0172,Jones Pond,Wyman Twp,Semotilus atromaculatus,Creek chub
0176,Caribou Pond,Mount Abram Twp,Salvelinus fontinalis,Brook trout
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Alosa pseudoharengus,"Alewife, searun"
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Anguilla rostrata,American eel
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Catostomus commersoni,White sucker
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Esox niger,Chain pickerel
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Fundulus diaphanus,Banded killifish
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Lepomis gibbosus,Pumpkinseed
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Micropterus dolomieu,Smallmouth bass
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Morone americana,White perch
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Osmerus mordax,Rainbow smelt
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Perca flavescens,Yellow perch
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Petromyzon marinus,Sea lamprey
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Salmo salar sebago,Landlocked salmon
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Salvelinus fontinalis,Brook trout
0177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",Semotilus corporalis,Fallfish
0180,Lily (Merrill) Pond,Concord Twp,Ameiurus nebulosus,Brown bullhead
